corpus,filename,circular_no,date,title,url,downloaded_at,file_size_kb
rbi,259MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/259MD.PDF,2026-06-11T09:14:26.111737,235.4
rbi,258MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/258MD.PDF,2026-06-11T09:14:28.621746,383.1
rbi,257MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/257MD.PDF,2026-06-11T09:14:31.033976,218.0
rbi,256MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/256MD.PDF,2026-06-11T09:14:33.711031,388.1
rbi,255MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/255MD.PDF,2026-06-11T09:14:43.874226,846.4
rbi,254MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/254MD.PDF,2026-06-11T09:14:46.413320,429.2
rbi,253MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/253MD.PDF,2026-06-11T09:14:49.048531,452.5
rbi,252MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/252MD.PDF,2026-06-11T09:14:51.501820,339.7
rbi,251MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/251MD.PDF,2026-06-11T09:14:54.166777,511.0
rbi,250MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/250MD.PDF,2026-06-11T09:14:56.745328,422.9
rbi,249MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/249MD.PDF,2026-06-11T09:14:59.438052,408.0
rbi,248MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/248MD.PDF,2026-06-11T09:15:01.914693,354.9
rbi,384MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/384MD.PDF,2026-06-11T09:15:04.364857,239.4
rbi,247MD.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/247MD.PDF,2026-06-11T09:15:07.062271,581.1
rbi,294MDA514F8EED7554D9F8B8DC461B55E4956.PDF,notification,unknown,RBI Document,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/294MDA514F8EED7554D9F8B8DC461B55E4956.PDF,2026-06-11T09:15:10.504702,1402.8
